apartment_id,area_m2,rooms,distance_center_km,latitude,longitude,building_age_years,photo_count,rent_thousand_kzt
80,56,2,5.1,51.08391,71.40803,8,4,266.1
81,81,3,4.9,51.17248,71.42224,28,18,320.9
82,54,2,2.2,51.11833,71.4031,27,5,291.6
83,71,2,9.1,51.07429,71.5295,26,21,297.2
84,58,1,3.9,51.12813,71.4864,17,19,289.8
85,85,5,8.4,51.12078,71.31048,29,9,337.2
86,97,4,16.0,51.05191,71.236,21,3,328.9
87,68,2,1.9,51.13914,71.40892,26,16,287.8
88,105,3,4.0,51.10095,71.46883,33,17,405.2
89,79,3,1.9,51.12683,71.45836,19,10,357.8
90,77,3,1.0,51.11985,71.4346,13,4,358.5
91,28,1,3.7,51.12101,71.48205,17,6,172.3
92,52,3,10.6,51.19478,71.32159,29,13,238.2
93,70,2,2.4,51.14291,71.45524,1,25,315.7
94,100,5,4.0,51.11205,71.37902,40,19,415.8
95,94,3,12.4,51.07197,71.27649,21,25,350.3
96,74,2,5.3,51.16154,71.37654,5,16,351.6
97,68,2,3.4,51.14084,71.47458,28,20,300.4
98,62,3,2.1,51.11388,71.45007,31,14,265.3
99,73,5,7.0,51.1829,71.37883,35,22,345.5
100,75,4,4.3,51.10071,71.38705,33,7,345.7
101,69,4,3.1,51.14417,71.46678,16,5,321.3
102,112,3,2.3,51.12926,71.39778,25,21,455.0
103,62,2,2.7,51.11023,71.40395,40,18,271.4
104,67,3,3.7,51.13365,71.48238,11,13,320.6
105,64,2,3.9,51.13506,71.37593,5,4,300.2
106,101,4,6.6,51.18746,71.41868,6,19,424.4
107,70,1,5.8,51.17612,71.46529,34,13,290.8
108,76,4,1.1,51.1186,71.43514,39,21,359.9
109,78,1,4.4,51.12083,71.36876,13,20,338.9
110,67,2,0.6,51.12282,71.42862,25,3,321.0
111,72,2,3.6,51.13003,71.48134,28,10,295.7
112,83,2,7.4,51.12568,71.32436,27,19,340.4
113,89,4,7.1,51.07354,71.48383,16,6,351.0
114,32,4,6.5,51.11696,71.33999,26,20,205.3
115,82,1,2.4,51.13309,71.4641,22,20,345.5
116,82,2,0.9,51.13137,71.4181,5,19,367.1
117,42,2,4.3,51.12482,71.36958,2,15,252.3
118,60,4,3.1,51.10093,71.43941,40,4,278.0
119,99,3,7.0,51.17642,71.49594,3,7,434.0
120,125,5,2.7,51.15228,71.42283,38,12,469.1
121,89,3,7.4,51.06742,71.38755,7,3,392.2
122,75,5,0.7,51.12167,71.4327,21,7,357.0
123,50,2,4.9,51.08591,71.45278,37,15,230.8
124,50,2,2.3,51.14544,71.44853,23,16,256.1
125,81,3,5.6,51.16859,71.38188,17,11,363.4
126,76,2,3.3,51.10211,71.45257,7,17,348.8
127,63,2,3.2,51.10655,71.40071,15,3,300.2
128,88,4,1.2,51.13202,71.44673,23,14,389.4
129,69,3,7.2,51.15445,71.5251,20,3,295.1
130,100,5,0.4,51.13177,71.43148,37,23,425.6
131,54,2,2.5,51.12426,71.46624,36,9,260.6
132,92,3,0.9,51.12365,71.4206,24,16,377.1
133,56,2,7.9,51.18666,71.36621,6,13,266.4
134,57,2,9.9,51.19973,71.34652,9,23,251.8
135,80,4,5.8,51.18077,71.43304,30,8,344.5
136,87,2,2.3,51.14509,71.45058,1,4,373.6
137,74,4,8.3,51.19981,71.46625,29,10,321.9
138,49,3,4.3,51.0897,71.43371,27,4,259.1
139,74,4,1.3,51.12813,71.41187,8,11,366.0
140,42,1,3.9,51.16155,71.41285,36,21,205.4
141,83,3,9.5,51.21309,71.40555,5,4,332.8
142,45,1,8.1,51.11674,71.54532,10,15,203.6
143,69,3,0.7,51.12539,71.42242,11,22,312.6
144,67,4,9.7,51.06646,71.52993,28,16,294.8
145,51,1,1.9,51.13554,71.45574,34,10,238.9
146,69,4,3.7,51.0972,71.409,11,21,350.7
147,81,4,6.1,51.12429,71.51762,8,15,386.3
148,90,2,2.2,51.13495,71.46047,32,5,383.0
149,36,1,3.8,51.13298,71.37643,25,23,193.5
150,81,2,2.3,51.14887,71.4342,24,11,353.2
151,81,3,5.8,51.17464,71.46943,33,6,344.6
152,88,4,4.0,51.16427,71.42062,2,16,363.7
153,93,3,0.4,51.13189,71.42896,4,24,405.4
154,71,4,6.0,51.09748,71.5007,40,23,310.0
155,64,2,7.2,51.17378,71.50423,10,15,298.5
156,38,1,0.5,51.12706,71.42334,26,23,213.0
157,57,3,2.5,51.11255,71.40445,30,17,267.0
158,61,1,3.9,51.15404,71.46775,39,8,278.0
159,93,3,4.1,51.11617,71.37583,24,15,406.4
160,89,4,3.0,51.1049,71.40741,1,12,395.8
161,94,3,1.6,51.13559,71.44953,5,13,391.2
162,91,1,5.7,51.09082,71.3746,21,6,389.0
163,52,3,0.6,51.12752,71.43964,11,21,312.4
164,59,3,6.4,51.11197,71.51907,8,3,284.7
165,89,4,4.6,51.16553,71.40074,27,7,382.0
166,60,1,5.1,51.11148,71.49811,31,18,248.0
167,83,2,3.8,51.09818,71.45648,2,6,354.8
168,62,4,2.4,51.12424,71.39634,14,4,302.0
169,75,2,12.7,51.24176,71.4061,18,13,285.5
170,95,3,0.5,51.12607,71.43729,11,9,407.7
171,53,3,6.1,51.145,71.51318,25,10,251.8
172,69,3,5.9,51.17851,71.4009,3,14,340.7
173,65,3,0.7,51.1324,71.42298,27,16,299.4
174,83,4,5.8,51.17917,71.41043,36,25,351.4
175,82,2,5.1,51.08202,71.43923,15,13,334.5
176,73,3,3.2,51.12661,71.38497,11,9,330.9
177,62,3,3.0,51.10363,71.41179,14,7,311.1
178,82,4,1.6,51.11462,71.43893,12,7,387.9
179,82,5,12.0,51.22641,71.50227,18,10,332.1
180,42,1,1.1,51.12458,71.4163,17,3,231.3
181,84,2,8.7,51.0601,71.36733,7,12,359.9
182,69,3,4.0,51.09684,71.40118,7,5,319.5
183,51,1,4.2,51.13482,71.48921,29,17,256.6
184,49,2,1.1,51.11831,71.43455,7,17,289.4
185,99,2,1.1,51.1369,71.43822,12,22,404.9
186,83,4,2.0,51.13968,71.45193,33,25,383.0
187,41,1,1.9,51.13782,71.40818,8,18,252.5
188,64,4,9.8,51.03943,71.42064,10,5,285.6
189,71,1,1.5,51.13063,71.45218,18,20,335.0
190,81,4,4.5,51.16515,71.45731,33,22,336.1
191,44,1,1.7,51.12774,71.45496,3,20,240.2
192,78,3,8.3,51.11275,71.31386,34,8,326.0
193,45,1,6.3,51.18467,71.44569,32,21,229.4
194,82,2,1.3,51.1314,71.41198,32,11,354.4
195,51,2,1.7,51.1435,71.42455,8,15,281.5
196,74,3,6.8,51.16779,71.35602,35,24,306.4
197,68,3,1.0,51.13314,71.44263,4,5,322.8
198,78,4,4.1,51.09107,71.43692,6,14,346.6
199,101,3,0.7,51.13311,71.42366,3,8,419.4
200,72,2,9.4,51.06213,71.34648,32,16,268.8
201,58,4,2.3,51.10762,71.43118,12,15,319.4
202,82,2,4.9,51.16524,71.46954,27,15,334.3
203,83,4,4.1,51.1653,71.42246,0,10,412.8
204,92,3,3.3,51.10111,71.45105,5,12,426.1
205,81,2,2.4,51.11357,71.45681,15,17,366.8
206,67,3,7.3,51.18122,71.36794,9,8,302.2
207,88,4,3.1,51.12639,71.47461,19,21,382.3
208,59,3,2.1,51.12992,71.40073,21,15,279.9
209,53,3,4.1,51.11035,71.37849,39,3,258.4
210,72,3,5.8,51.17448,71.39095,39,9,310.8
211,91,3,1.6,51.13532,71.4099,38,6,368.3
212,67,2,3.0,51.15494,71.43431,4,20,319.5
213,86,2,6.2,51.09643,71.35803,26,24,343.2
214,76,1,5.4,51.09522,71.37388,15,4,323.3
215,62,4,3.9,51.10106,71.46695,26,7,288.9
216,61,2,5.6,51.16904,71.38327,25,11,271.7
217,64,3,10.4,51.09447,71.29236,5,6,288.8
218,68,2,2.0,51.11038,71.43018,4,12,330.8
219,83,3,7.4,51.11598,71.32626,14,6,353.4
220,37,3,7.6,51.12208,71.32238,24,22,160.7
221,30,1,6.6,51.16578,71.50399,4,25,178.4
222,62,2,6.0,51.135,71.51512,9,4,282.9
223,69,2,11.2,51.17124,71.57592,14,22,265.2
224,80,2,5.5,51.13205,71.5098,23,3,319.6
225,53,2,1.8,51.11911,71.45267,21,6,272.2
226,86,2,1.5,51.12139,71.41147,10,16,381.2
227,86,4,5.5,51.16637,71.38033,25,21,354.8
228,55,2,0.8,51.13191,71.44051,30,13,256.7
229,67,3,2.3,51.14841,71.42205,2,21,357.2
230,86,4,2.1,51.14758,71.43052,2,5,403.7
231,106,5,1.7,51.13599,71.40925,25,3,433.9
232,64,2,1.5,51.11557,71.42289,18,7,311.4
233,135,2,3.5,51.12294,71.38049,4,24,528.6
234,73,3,3.3,51.15051,71.39997,30,20,315.6
235,84,2,9.3,51.049,71.47617,4,24,348.8
236,58,3,2.1,51.11878,71.45611,18,12,299.3
237,56,1,5.6,51.10663,71.50352,3,15,249.6
238,102,2,1.7,51.1274,71.45444,23,8,391.4
239,100,5,5.2,51.13685,71.50385,3,8,422.5
240,99,5,4.2,51.15729,71.46843,3,6,435.6
241,61,2,4.3,51.08935,71.43478,6,6,283.1
242,104,3,4.9,51.09057,71.46638,40,14,385.3
243,61,1,6.9,51.16438,71.51103,8,6,260.0
244,100,4,9.3,51.10142,71.55751,13,22,392.1
245,68,3,3.4,51.15858,71.43116,23,18,306.2
246,58,3,3.1,51.10005,71.42746,40,15,293.3
247,79,3,5.1,51.10313,71.49112,40,24,329.4
248,50,1,6.1,51.18282,71.41545,11,6,251.0
249,50,2,10.4,51.17789,71.30403,37,12,211.3
250,84,2,0.6,51.12476,71.42366,34,19,361.2
251,91,5,4.3,51.12647,71.36876,29,23,385.1
252,73,3,2.6,51.13876,71.39698,11,13,340.0
253,103,3,4.1,51.09931,71.39355,31,24,409.5
254,28,1,5.2,51.08221,71.41225,23,9,166.2
255,68,4,1.9,51.14445,71.43717,9,16,334.3
256,66,2,1.6,51.1139,71.43335,33,14,309.0
257,96,4,10.8,51.06243,71.54565,20,21,364.5
258,46,1,9.1,51.0572,71.3637,8,23,218.7
259,91,4,8.9,51.14612,71.55434,18,3,381.6
260,70,4,1.6,51.11362,71.43469,29,14,348.0
261,107,3,11.2,51.2149,71.51281,3,24,423.7
262,103,2,6.5,51.18587,71.44934,2,10,424.1
263,71,4,1.2,51.11746,71.43591,18,10,344.3
264,71,3,2.7,51.14534,71.40305,32,14,333.1
265,66,1,2.7,51.13758,71.46619,26,15,294.8
266,61,3,2.3,51.12613,71.39837,23,13,321.7
267,44,2,4.4,51.10059,71.38583,3,13,239.9
268,79,1,4.0,51.16437,71.42937,34,7,310.5
269,86,5,2.4,51.10694,71.42167,17,16,391.6
270,90,3,2.8,51.13539,71.39154,21,21,397.7
271,86,3,2.4,51.12033,71.39853,40,4,358.8
272,80,1,2.2,51.14086,71.45455,3,4,342.2
273,78,4,5.5,51.11926,71.35358,34,11,344.1
274,78,3,5.9,51.11802,71.51386,38,5,293.5
275,83,3,1.3,51.13303,71.44711,9,10,386.2
276,77,3,6.2,51.10864,71.51443,6,15,325.0
277,52,4,4.2,51.16608,71.43598,1,11,298.4
278,64,2,4.8,51.14304,71.49586,22,3,289.1
279,70,4,4.8,51.12056,71.36243,4,24,315.7
280,86,4,6.1,51.16248,71.49924,39,20,360.8
281,58,2,3.1,51.14205,71.3918,11,22,278.9
282,60,2,7.6,51.09973,71.3323,21,23,284.4
283,69,4,11.1,51.10739,71.27474,39,11,266.3
284,85,2,1.4,51.13684,71.41641,1,17,388.5
285,98,3,2.0,51.13706,71.40609,35,21,430.4
286,53,1,5.7,51.17636,71.45933,14,4,248.2
287,104,4,6.5,51.11238,71.5196,28,7,402.7
288,74,4,6.9,51.08482,71.50086,14,20,328.4
289,32,2,10.4,51.0839,71.29887,26,5,169.6
290,63,1,9.7,51.08014,71.54616,2,17,256.8
291,87,4,3.5,51.15379,71.40086,13,11,372.0
292,79,4,7.5,51.12507,71.32407,20,3,339.0
293,55,1,3.9,51.15361,71.46944,38,8,233.2
294,40,1,7.6,51.19226,71.47051,28,15,192.0
295,63,2,15.8,51.17151,71.21496,18,21,252.4
296,67,3,7.6,51.12074,71.32204,37,8,262.5
297,81,4,5.4,51.16862,71.38697,21,9,353.5
298,63,4,5.3,51.08059,71.43193,3,4,298.7
299,78,4,7.6,51.11581,71.53771,5,8,337.6
300,74,4,16.0,51.25144,71.55061,13,3,294.1
301,69,3,2.9,51.12885,71.38957,24,3,327.1
302,102,3,3.1,51.13177,71.38679,20,10,407.8
303,135,3,7.4,51.14552,71.32842,38,13,489.6
304,63,1,4.0,51.16443,71.42573,20,17,256.7
305,51,2,3.3,51.15473,71.45312,21,8,241.4
306,72,1,5.5,51.10376,71.36253,30,22,287.4
307,28,1,1.7,51.11715,71.44744,4,21,194.0
308,69,3,4.7,51.11064,71.49253,17,5,326.2
309,78,2,3.2,51.15693,71.43252,6,19,333.7
310,69,2,8.3,51.13409,71.31211,25,20,271.0
311,71,2,2.6,51.14903,71.41414,15,8,323.4
312,72,3,6.5,51.13868,71.33891,12,3,345.7
313,54,3,3.7,51.09857,71.40613,23,13,288.6
314,48,2,4.9,51.16416,71.47178,23,24,247.5
315,38,2,16.0,50.98985,71.49772,31,6,164.4
316,92,3,5.6,51.15509,71.49838,8,21,403.4
317,60,2,1.8,51.12322,71.40613,7,20,294.1
318,75,2,3.6,51.10812,71.47107,33,20,313.5
319,87,3,0.8,51.12255,71.4383,34,15,388.5
320,69,2,2.8,51.11591,71.39522,29,22,304.2
321,57,3,3.2,51.10368,71.40551,15,8,276.3
322,75,3,2.1,51.11514,71.45254,2,16,373.5
323,49,1,3.6,51.16018,71.42086,40,21,224.2
324,62,2,4.6,51.10949,71.49015,13,3,296.9
325,32,2,7.8,51.15639,71.32879,22,20,184.7
326,107,4,2.0,51.11016,71.43357,7,4,481.6
327,80,5,7.0,51.12626,71.33066,5,17,372.4
328,73,2,1.1,51.12345,71.41748,40,14,317.9
329,127,4,1.6,51.12262,71.45123,7,15,522.5
330,92,4,3.8,51.12672,71.48541,14,3,393.6
331,60,1,0.9,51.12376,71.44083,6,14,285.9
332,46,3,6.5,51.1202,71.52241,0,9,238.0
333,66,4,2.2,51.13347,71.39956,20,6,320.3
334,75,4,2.1,51.13489,71.45858,8,9,359.2
335,116,5,3.4,51.15708,71.44877,36,25,461.2
336,47,3,6.2,51.07771,71.46904,10,23,238.8
337,47,3,2.2,51.11032,71.44527,22,15,264.6
338,43,1,0.4,51.13093,71.42654,38,13,240.4
339,62,1,12.5,51.12297,71.25187,20,21,244.7
340,63,2,5.9,51.10798,71.5087,8,7,300.7
341,70,4,2.0,51.13112,71.4019,27,17,333.4
342,55,2,5.6,51.15421,71.49995,31,14,243.6
343,85,3,3.6,51.13801,71.38217,28,13,340.8
344,92,4,7.8,51.08137,71.51426,16,15,362.3
345,71,2,4.1,51.09747,71.39757,20,6,305.3
346,77,2,10.3,51.10794,71.28721,28,9,273.6
347,77,2,2.5,51.11259,71.45623,11,21,332.8
348,57,1,3.9,51.10573,71.38677,11,22,269.3
349,92,4,2.7,51.13424,71.39288,5,4,414.0
350,58,2,5.0,51.09449,71.38311,33,4,279.2
351,107,4,4.3,51.10719,71.37815,34,3,422.8
352,100,2,7.2,51.06321,71.44383,1,7,393.7
353,82,2,6.8,51.16583,71.50686,10,11,349.3
354,82,2,2.0,51.14179,71.41085,4,3,358.7
355,84,3,4.3,51.12811,71.49191,2,20,377.1
356,38,1,2.4,51.15026,71.42885,33,19,210.6
357,78,3,5.5,51.1373,71.50832,9,15,322.2
358,65,1,10.8,51.11614,71.5844,32,5,245.6
359,79,2,1.7,51.11991,71.45094,13,21,357.0
360,74,3,1.4,51.12241,71.4489,13,6,356.9
361,88,3,6.3,51.18411,71.44567,13,3,380.5
362,81,1,7.6,51.0641,71.46978,15,17,337.2
363,74,4,4.4,51.08862,71.42777,30,3,316.4
364,76,3,2.6,51.14351,71.45814,24,22,340.1
365,59,4,2.9,51.11766,71.4691,38,10,288.8
366,44,2,16.0,51.24768,71.30142,0,13,205.0
367,93,2,8.4,51.05323,71.45202,11,16,359.6
368,46,2,5.4,51.17691,71.42833,9,15,262.6
369,69,2,3.2,51.10133,71.44792,21,15,294.4
370,87,3,7.9,51.13714,71.54303,34,23,355.3
371,68,2,1.6,51.11407,71.42536,32,13,312.9
372,92,5,1.1,51.12143,71.44149,19,20,422.4
373,31,2,7.1,51.17111,71.35454,0,10,210.1
374,76,3,2.2,51.11818,71.45728,4,7,356.9
375,67,3,5.4,51.08573,71.46837,21,17,288.8
376,60,1,0.4,51.1285,71.42453,37,23,282.4
377,86,2,2.6,51.13445,71.46589,18,15,365.8
378,67,1,5.9,51.11238,71.51072,34,25,266.2
379,90,4,5.6,51.12957,71.51135,6,5,397.3
380,53,3,4.1,51.12061,71.4883,13,16,294.6
381,49,1,3.0,51.15533,71.42616,29,15,245.5
382,71,3,3.1,51.1476,71.46243,10,24,354.4
383,53,2,1.6,51.14217,71.43532,6,13,293.8
384,77,3,2.6,51.10495,71.42289,24,22,357.9
385,50,2,4.4,51.11405,71.49007,11,24,280.3
386,88,3,10.4,51.05705,71.33386,15,9,353.7
387,43,2,1.2,51.11819,71.42465,16,13,237.4
388,41,2,12.6,51.01398,71.43469,36,23,179.2
389,46,3,4.0,51.09816,71.39958,4,13,273.1
390,66,3,4.7,51.12191,71.36454,21,8,280.4
391,70,2,0.7,51.12939,71.42064,40,10,296.5
392,49,2,1.5,51.11564,71.42202,6,12,288.4
393,98,4,2.8,51.14871,71.45387,34,15,424.8
394,76,2,3.6,51.09945,71.40569,11,22,341.9
395,79,2,10.7,51.15723,71.57731,20,17,314.3
396,79,2,3.6,51.16038,71.42522,17,19,338.6
397,54,2,3.5,51.1506,71.39478,11,10,275.5
398,45,1,3.5,51.12165,71.47936,8,3,232.4
399,47,1,6.9,51.18828,71.40248,17,22,218.5
400,28,1,4.8,51.15601,71.37793,0,12,188.6
401,66,1,12.6,51.0526,71.29501,12,18,289.3
402,90,3,6.8,51.08946,71.50621,35,14,351.8
403,49,2,2.9,51.15055,71.40869,35,16,248.3
404,49,1,1.7,51.12915,71.40637,9,4,268.2
405,93,3,16.0,51.13215,71.20166,11,13,338.1
406,70,3,3.9,51.16231,71.41596,32,6,321.2
407,71,4,4.2,51.1622,71.45663,29,19,335.8
408,49,2,6.3,51.14797,71.34558,7,14,245.7
409,68,4,4.2,51.12854,71.37045,34,22,300.9
410,69,3,2.3,51.10739,71.42829,13,23,327.7
411,74,2,2.0,51.11971,71.45521,20,25,334.5
412,59,3,1.9,51.14581,71.43141,14,22,292.8
413,76,3,4.1,51.1339,71.48845,23,3,346.0
414,50,2,5.0,51.1619,71.38205,23,17,250.1
415,73,1,4.1,51.14834,71.47944,0,3,331.8
416,77,1,3.5,51.15971,71.433,15,22,320.2
417,90,3,2.3,51.11494,71.45645,32,22,384.6
418,55,1,8.5,51.19115,71.50021,11,18,236.4
419,93,5,9.8,51.15296,71.29611,1,21,410.6
420,79,2,3.4,51.13517,71.47839,24,11,349.3
421,63,3,6.8,51.11641,71.52573,25,24,265.6
422,97,4,7.5,51.19601,71.42883,29,22,388.9
423,85,2,1.1,51.11832,71.43532,11,22,384.0
424,80,3,3.1,51.10528,71.45514,23,21,343.7
425,45,3,1.1,51.13753,71.42732,12,17,275.7
426,85,3,3.2,51.10005,71.43803,35,22,363.9
427,86,3,4.3,51.16579,71.4467,11,19,371.2
428,62,4,11.0,51.03173,71.39303,26,12,270.6
429,95,3,4.6,51.12415,71.36448,7,19,395.1
430,76,5,2.8,51.1034,71.42547,11,3,369.1
431,39,1,9.6,51.1865,71.32886,27,4,172.7
432,86,1,1.7,51.11484,71.44139,16,11,364.0
433,58,4,0.8,51.13586,71.43077,2,19,339.8
434,41,1,2.8,51.10896,71.45699,11,8,253.7
435,47,2,4.8,51.10986,71.36871,32,18,241.1
436,81,2,2.7,51.10552,71.44639,18,10,349.1
437,81,3,3.9,51.0996,71.46375,25,24,355.3
438,83,3,1.3,51.11747,71.43783,16,19,348.9
439,109,5,2.7,51.14953,71.41326,23,21,462.7
440,75,3,1.9,51.14359,71.44229,28,12,345.0
441,98,3,1.1,51.13718,71.42249,9,22,420.1
442,121,5,3.5,51.15995,71.4279,29,11,491.8
443,81,3,2.3,51.10967,71.41643,8,12,375.8
444,28,2,1.2,51.13295,71.44544,3,8,226.2
445,96,3,8.9,51.12006,71.55692,1,19,373.4
446,70,2,6.7,51.15511,71.51687,3,20,309.0
447,39,2,4.9,51.16605,71.46796,14,23,213.1
448,71,2,5.8,51.08962,71.48638,25,13,301.4
449,41,3,9.7,51.07915,71.31582,21,18,190.0
450,79,2,7.5,51.14584,71.53447,39,13,279.7
451,62,3,0.8,51.13449,71.42546,9,24,338.2
452,94,4,4.9,51.14901,71.36803,8,5,398.5
453,72,3,0.8,51.13548,71.43179,40,12,320.8
454,101,4,9.7,51.04702,71.37773,15,17,411.3
455,69,3,1.0,51.12037,71.43756,9,4,351.7
456,81,3,7.3,51.18845,71.47471,16,20,356.4
457,102,4,4.5,51.08803,71.41927,27,25,429.8
458,68,2,4.4,51.11867,71.49116,17,23,311.6
459,72,2,3.7,51.10057,71.4598,33,23,295.3
460,77,4,1.0,51.13377,71.4188,36,22,363.3
461,59,2,12.4,51.12542,71.2525,27,8,245.8
462,80,2,3.1,51.14435,71.39359,35,6,316.5
463,89,3,2.4,51.11154,71.40795,37,5,370.6
464,118,2,9.5,51.05017,71.37513,19,12,447.2
465,82,4,4.1,51.09165,71.43495,31,12,359.2
466,67,3,8.2,51.15979,71.32447,16,15,304.3
467,71,2,3.3,51.12685,71.38362,10,12,314.9
468,113,4,5.5,51.08888,71.47816,11,24,465.4
469,70,1,6.2,51.18084,71.46047,35,7,251.6
470,70,2,1.4,51.11691,71.43867,28,16,317.4
471,79,2,5.6,51.13598,71.35122,17,12,325.9
472,63,3,6.2,51.14195,71.51651,35,25,287.4
473,79,3,8.5,51.12304,71.30961,6,6,333.9
474,51,1,7.7,51.06842,71.37498,20,6,221.2
475,50,1,1.1,51.12448,71.41581,13,14,273.3
476,80,1,2.2,51.13988,71.40526,33,9,344.3
477,76,2,1.2,51.13877,71.43405,31,6,325.7
478,46,1,0.9,51.12223,71.4217,4,9,245.3
479,42,2,4.7,51.15436,71.48446,9,11,221.9
480,81,3,5.1,51.13956,71.50191,13,16,357.0
481,28,1,0.9,51.12776,71.44341,6,25,203.4
482,81,3,7.9,51.13687,71.31818,3,13,333.7
483,28,1,7.3,51.19209,71.45624,32,6,139.1
484,91,5,5.9,51.07464,71.43021,3,14,407.2
485,101,2,3.6,51.15847,71.44793,17,25,431.8
486,79,2,2.2,51.10825,71.42736,13,9,350.7
487,74,2,9.3,51.14141,71.2991,30,20,291.0
488,70,1,3.4,51.10964,71.47027,40,17,299.6
489,79,2,7.4,51.1117,71.32842,5,12,328.6
490,68,3,8.1,51.19195,71.37267,22,10,284.6
491,65,1,3.0,51.15339,71.44824,30,22,285.9
492,61,1,1.5,51.11477,71.42974,20,18,304.7
493,94,3,3.9,51.10081,71.39479,19,9,401.2
494,80,2,0.5,51.13255,71.43426,35,25,352.6
495,67,4,10.8,51.08296,71.56764,12,6,300.4
496,40,1,15.9,51.07796,71.64311,14,24,166.4
